sku,date,units_sold
SKU-002-BEVERAGE,2025-03-22,300.8
SKU-002-BEVERAGE,2025-03-23,331.8
SKU-002-BEVERAGE,2025-03-24,344.9
SKU-002-BEVERAGE,2025-03-25,352.8
SKU-002-BEVERAGE,2025-03-26,314.2
SKU-002-BEVERAGE,2025-03-27,249.7
SKU-002-BEVERAGE,2025-03-28,304.0
SKU-002-BEVERAGE,2025-03-29,309.6
SKU-002-BEVERAGE,2025-03-30,342.4
SKU-002-BEVERAGE,2025-03-31,348.4
SKU-002-BEVERAGE,2025-04-01,337.7
SKU-002-BEVERAGE,2025-04-02,265.0
SKU-002-BEVERAGE,2025-04-03,279.0
SKU-002-BEVERAGE,2025-04-04,292.5
SKU-002-BEVERAGE,2025-04-05,319.4
SKU-002-BEVERAGE,2025-04-06,331.2
SKU-002-BEVERAGE,2025-04-07,318.7
SKU-002-BEVERAGE,2025-04-08,329.3
SKU-002-BEVERAGE,2025-04-09,311.9
SKU-002-BEVERAGE,2025-04-10,313.3
SKU-002-BEVERAGE,2025-04-11,259.0
SKU-002-BEVERAGE,2025-04-12,315.3
SKU-002-BEVERAGE,2025-04-13,361.0
SKU-002-BEVERAGE,2025-04-14,379.8
SKU-002-BEVERAGE,2025-04-15,354.9
SKU-002-BEVERAGE,2025-04-16,273.7
SKU-002-BEVERAGE,2025-04-17,307.6
SKU-002-BEVERAGE,2025-04-18,297.4
SKU-002-BEVERAGE,2025-04-19,331.3
SKU-002-BEVERAGE,2025-04-20,339.5
SKU-002-BEVERAGE,2025-04-21,366.1
SKU-002-BEVERAGE,2025-04-22,390.4
SKU-002-BEVERAGE,2025-04-23,329.0
SKU-002-BEVERAGE,2025-04-24,302.9
SKU-002-BEVERAGE,2025-04-25,288.3
SKU-002-BEVERAGE,2025-04-26,350.7
SKU-002-BEVERAGE,2025-04-27,333.0
SKU-002-BEVERAGE,2025-04-28,371.5
SKU-002-BEVERAGE,2025-04-29,376.9
SKU-002-BEVERAGE,2025-04-30,335.9
SKU-002-BEVERAGE,2025-05-01,324.9
SKU-002-BEVERAGE,2025-05-02,314.8
SKU-002-BEVERAGE,2025-05-03,359.7
SKU-002-BEVERAGE,2025-05-04,364.4
SKU-002-BEVERAGE,2025-05-05,384.1
SKU-002-BEVERAGE,2025-05-06,379.5
SKU-002-BEVERAGE,2025-05-07,309.5
SKU-002-BEVERAGE,2025-05-08,339.8
SKU-002-BEVERAGE,2025-05-09,295.7
SKU-002-BEVERAGE,2025-05-10,359.2
SKU-002-BEVERAGE,2025-05-11,399.7
SKU-002-BEVERAGE,2025-05-12,409.8
SKU-002-BEVERAGE,2025-05-13,382.7
SKU-002-BEVERAGE,2025-05-14,335.0
SKU-002-BEVERAGE,2025-05-15,279.6
SKU-002-BEVERAGE,2025-05-16,326.9
SKU-002-BEVERAGE,2025-05-17,338.3
SKU-002-BEVERAGE,2025-05-18,408.8
SKU-002-BEVERAGE,2025-05-19,389.8
SKU-002-BEVERAGE,2025-05-20,394.3
SKU-002-BEVERAGE,2025-05-21,342.8
SKU-002-BEVERAGE,2025-05-22,329.8
SKU-002-BEVERAGE,2025-05-23,313.6
SKU-002-BEVERAGE,2025-05-24,342.8
SKU-002-BEVERAGE,2025-05-25,346.2
SKU-002-BEVERAGE,2025-05-26,385.1
SKU-002-BEVERAGE,2025-05-27,382.9
SKU-002-BEVERAGE,2025-05-28,376.1
SKU-002-BEVERAGE,2025-05-29,329.5
SKU-002-BEVERAGE,2025-05-30,300.0
SKU-002-BEVERAGE,2025-05-31,377.1
SKU-002-BEVERAGE,2025-06-01,389.2
SKU-002-BEVERAGE,2025-06-02,420.6
SKU-002-BEVERAGE,2025-06-03,371.1
SKU-002-BEVERAGE,2025-06-04,294.6
SKU-002-BEVERAGE,2025-06-05,312.1
SKU-002-BEVERAGE,2025-06-06,305.2
SKU-002-BEVERAGE,2025-06-07,354.4
SKU-002-BEVERAGE,2025-06-08,355.8
SKU-002-BEVERAGE,2025-06-09,385.1
SKU-002-BEVERAGE,2025-06-10,363.6
SKU-002-BEVERAGE,2025-06-11,358.0
SKU-002-BEVERAGE,2025-06-12,310.1
SKU-002-BEVERAGE,2025-06-13,349.8
SKU-002-BEVERAGE,2025-06-14,364.7
SKU-002-BEVERAGE,2025-06-15,400.0
SKU-002-BEVERAGE,2025-06-16,397.9
SKU-002-BEVERAGE,2025-06-17,393.4
SKU-002-BEVERAGE,2025-06-18,371.6
SKU-002-BEVERAGE,2025-06-19,311.7
SKU-002-BEVERAGE,2025-06-20,347.4
SKU-002-BEVERAGE,2025-06-21,348.7
SKU-002-BEVERAGE,2025-06-22,407.4
SKU-002-BEVERAGE,2025-06-23,442.6
SKU-002-BEVERAGE,2025-06-24,417.1
SKU-002-BEVERAGE,2025-06-25,335.4
SKU-002-BEVERAGE,2025-06-26,348.6
SKU-002-BEVERAGE,2025-06-27,317.9
SKU-002-BEVERAGE,2025-06-28,341.3
SKU-002-BEVERAGE,2025-06-29,378.8
SKU-002-BEVERAGE,2025-06-30,378.5
SKU-002-BEVERAGE,2025-07-01,391.4
SKU-002-BEVERAGE,2025-07-02,340.4
SKU-002-BEVERAGE,2025-07-03,345.0
SKU-002-BEVERAGE,2025-07-04,327.7
SKU-002-BEVERAGE,2025-07-05,299.6
SKU-002-BEVERAGE,2025-07-06,363.3
SKU-002-BEVERAGE,2025-07-07,379.3
SKU-002-BEVERAGE,2025-07-08,371.9
SKU-002-BEVERAGE,2025-07-09,338.8
SKU-002-BEVERAGE,2025-07-10,325.6
SKU-002-BEVERAGE,2025-07-11,316.1
SKU-002-BEVERAGE,2025-07-12,324.1
SKU-002-BEVERAGE,2025-07-13,385.9
SKU-002-BEVERAGE,2025-07-14,411.3
SKU-002-BEVERAGE,2025-07-15,381.5
SKU-002-BEVERAGE,2025-07-16,369.2
SKU-002-BEVERAGE,2025-07-17,326.4
SKU-002-BEVERAGE,2025-07-18,305.3
SKU-002-BEVERAGE,2025-07-19,333.3
SKU-002-BEVERAGE,2025-07-20,374.3
SKU-002-BEVERAGE,2025-07-21,400.6
SKU-002-BEVERAGE,2025-07-22,380.7
SKU-002-BEVERAGE,2025-07-23,361.6
SKU-002-BEVERAGE,2025-07-24,335.5
SKU-002-BEVERAGE,2025-07-25,293.0
SKU-002-BEVERAGE,2025-07-26,315.2
SKU-002-BEVERAGE,2025-07-27,368.1
SKU-002-BEVERAGE,2025-07-28,394.8
SKU-002-BEVERAGE,2025-07-29,389.6
SKU-002-BEVERAGE,2025-07-30,350.9
SKU-002-BEVERAGE,2025-07-31,321.1
SKU-002-BEVERAGE,2025-08-01,289.8
SKU-002-BEVERAGE,2025-08-02,338.3
SKU-002-BEVERAGE,2025-08-03,353.3
SKU-002-BEVERAGE,2025-08-04,389.1
SKU-002-BEVERAGE,2025-08-05,384.3
SKU-002-BEVERAGE,2025-08-06,321.8
SKU-002-BEVERAGE,2025-08-07,300.2
SKU-002-BEVERAGE,2025-08-08,346.1
SKU-002-BEVERAGE,2025-08-09,312.4
SKU-002-BEVERAGE,2025-08-10,350.4
SKU-002-BEVERAGE,2025-08-11,356.2
SKU-002-BEVERAGE,2025-08-12,336.3
SKU-002-BEVERAGE,2025-08-13,346.4
SKU-002-BEVERAGE,2025-08-14,286.6
SKU-002-BEVERAGE,2025-08-15,284.3
SKU-002-BEVERAGE,2025-08-16,305.7
SKU-002-BEVERAGE,2025-08-17,302.6
SKU-002-BEVERAGE,2025-08-18,383.7
SKU-002-BEVERAGE,2025-08-19,346.3
SKU-002-BEVERAGE,2025-08-20,321.3
SKU-002-BEVERAGE,2025-08-21,317.7
SKU-002-BEVERAGE,2025-08-22,286.8
SKU-002-BEVERAGE,2025-08-23,316.4
SKU-002-BEVERAGE,2025-08-24,350.6
SKU-002-BEVERAGE,2025-08-25,387.0
SKU-002-BEVERAGE,2025-08-26,325.6
SKU-002-BEVERAGE,2025-08-27,305.7
SKU-002-BEVERAGE,2025-08-28,246.9
SKU-002-BEVERAGE,2025-08-29,283.5
SKU-002-BEVERAGE,2025-08-30,319.3
SKU-002-BEVERAGE,2025-08-31,333.4
SKU-002-BEVERAGE,2025-09-01,393.8
SKU-002-BEVERAGE,2025-09-02,361.6
SKU-002-BEVERAGE,2025-09-03,345.2
SKU-002-BEVERAGE,2025-09-04,283.2
SKU-002-BEVERAGE,2025-09-05,309.8
SKU-002-BEVERAGE,2025-09-06,292.2
SKU-002-BEVERAGE,2025-09-07,342.5
SKU-002-BEVERAGE,2025-09-08,353.6
SKU-002-BEVERAGE,2025-09-09,329.9
SKU-002-BEVERAGE,2025-09-10,333.6
SKU-002-BEVERAGE,2025-09-11,298.1
SKU-002-BEVERAGE,2025-09-12,258.2
SKU-002-BEVERAGE,2025-09-13,308.0
SKU-002-BEVERAGE,2025-09-14,330.6
SKU-002-BEVERAGE,2025-09-15,348.1
SKU-002-BEVERAGE,2025-09-16,342.5
SKU-002-BEVERAGE,2025-09-17,288.3
SKU-002-BEVERAGE,2025-09-18,271.4
SKU-002-BEVERAGE,2025-09-19,270.0
SKU-002-BEVERAGE,2025-09-20,278.2
SKU-002-BEVERAGE,2025-09-21,313.3
SKU-002-BEVERAGE,2025-09-22,354.6
SKU-002-BEVERAGE,2025-09-23,325.7
SKU-002-BEVERAGE,2025-09-24,334.0
SKU-002-BEVERAGE,2025-09-25,300.3
SKU-002-BEVERAGE,2025-09-26,244.7
SKU-002-BEVERAGE,2025-09-27,288.2
SKU-002-BEVERAGE,2025-09-28,279.0
SKU-002-BEVERAGE,2025-09-29,320.0
SKU-002-BEVERAGE,2025-09-30,301.7
SKU-002-BEVERAGE,2025-10-01,269.8
SKU-002-BEVERAGE,2025-10-02,215.2
SKU-002-BEVERAGE,2025-10-03,255.7
SKU-002-BEVERAGE,2025-10-04,278.1
SKU-002-BEVERAGE,2025-10-05,294.1
SKU-002-BEVERAGE,2025-10-06,323.8
SKU-002-BEVERAGE,2025-10-07,328.3
SKU-002-BEVERAGE,2025-10-08,306.6
SKU-002-BEVERAGE,2025-10-09,223.8
SKU-002-BEVERAGE,2025-10-10,273.6
SKU-002-BEVERAGE,2025-10-11,238.2
SKU-002-BEVERAGE,2025-10-12,287.9
SKU-002-BEVERAGE,2025-10-13,312.2
SKU-002-BEVERAGE,2025-10-14,333.8
SKU-002-BEVERAGE,2025-10-15,282.7
SKU-002-BEVERAGE,2025-10-16,253.0
SKU-002-BEVERAGE,2025-10-17,267.5
SKU-002-BEVERAGE,2025-10-18,268.1
SKU-002-BEVERAGE,2025-10-19,289.4
SKU-002-BEVERAGE,2025-10-20,340.7
SKU-002-BEVERAGE,2025-10-21,296.5
SKU-002-BEVERAGE,2025-10-22,243.5
SKU-002-BEVERAGE,2025-10-23,205.8
SKU-002-BEVERAGE,2025-10-24,237.1
SKU-002-BEVERAGE,2025-10-25,293.1
SKU-002-BEVERAGE,2025-10-26,306.3
SKU-002-BEVERAGE,2025-10-27,310.2
SKU-002-BEVERAGE,2025-10-28,318.0
SKU-002-BEVERAGE,2025-10-29,235.0
SKU-002-BEVERAGE,2025-10-30,240.7
SKU-002-BEVERAGE,2025-10-31,220.1
SKU-002-BEVERAGE,2025-11-01,279.9
SKU-002-BEVERAGE,2025-11-02,273.3
SKU-002-BEVERAGE,2025-11-03,319.9
SKU-002-BEVERAGE,2025-11-04,295.6
SKU-002-BEVERAGE,2025-11-05,258.5
SKU-002-BEVERAGE,2025-11-06,241.8
SKU-002-BEVERAGE,2025-11-07,223.8
SKU-002-BEVERAGE,2025-11-08,277.4
SKU-002-BEVERAGE,2025-11-09,281.4
SKU-002-BEVERAGE,2025-11-10,262.4
SKU-002-BEVERAGE,2025-11-11,315.0
SKU-002-BEVERAGE,2025-11-12,279.3
SKU-002-BEVERAGE,2025-11-13,235.3
SKU-002-BEVERAGE,2025-11-14,248.6
SKU-002-BEVERAGE,2025-11-15,261.0
SKU-002-BEVERAGE,2025-11-16,267.3
SKU-002-BEVERAGE,2025-11-17,262.1
SKU-002-BEVERAGE,2025-11-18,267.2
SKU-002-BEVERAGE,2025-11-19,247.5
SKU-002-BEVERAGE,2025-11-20,233.3
SKU-002-BEVERAGE,2025-11-21,195.2
SKU-002-BEVERAGE,2025-11-22,229.9
SKU-002-BEVERAGE,2025-11-23,308.0
SKU-002-BEVERAGE,2025-11-24,284.7
SKU-002-BEVERAGE,2025-11-25,271.1
SKU-002-BEVERAGE,2025-11-26,233.8
SKU-002-BEVERAGE,2025-11-27,251.8
SKU-002-BEVERAGE,2025-11-28,234.1
SKU-002-BEVERAGE,2025-11-29,261.3
SKU-002-BEVERAGE,2025-11-30,309.4
SKU-002-BEVERAGE,2025-12-01,314.0
SKU-002-BEVERAGE,2025-12-02,308.0
SKU-002-BEVERAGE,2025-12-03,257.0
SKU-002-BEVERAGE,2025-12-04,237.5
SKU-002-BEVERAGE,2025-12-05,230.7
SKU-002-BEVERAGE,2025-12-06,257.5
SKU-002-BEVERAGE,2025-12-07,257.9
SKU-002-BEVERAGE,2025-12-08,292.5
SKU-002-BEVERAGE,2025-12-09,277.0
SKU-002-BEVERAGE,2025-12-10,238.7
SKU-002-BEVERAGE,2025-12-11,221.2
SKU-002-BEVERAGE,2025-12-12,252.4
SKU-002-BEVERAGE,2025-12-13,262.4
SKU-002-BEVERAGE,2025-12-14,281.4
SKU-002-BEVERAGE,2025-12-15,303.1
SKU-002-BEVERAGE,2025-12-16,309.9
SKU-002-BEVERAGE,2025-12-17,229.4
SKU-002-BEVERAGE,2025-12-18,230.0
SKU-002-BEVERAGE,2025-12-19,250.8
SKU-002-BEVERAGE,2025-12-20,279.1
SKU-002-BEVERAGE,2025-12-21,297.4
SKU-002-BEVERAGE,2025-12-22,308.6
SKU-002-BEVERAGE,2025-12-23,253.3
SKU-002-BEVERAGE,2025-12-24,240.2
SKU-002-BEVERAGE,2025-12-25,224.1
SKU-002-BEVERAGE,2025-12-26,229.6
SKU-002-BEVERAGE,2025-12-27,256.1
SKU-002-BEVERAGE,2025-12-28,241.8
SKU-002-BEVERAGE,2025-12-29,291.2
SKU-002-BEVERAGE,2025-12-30,293.5
SKU-003-SEASONAL-DECOR,2024-01-01,0.0
SKU-003-SEASONAL-DECOR,2024-01-02,0.0
SKU-003-SEASONAL-DECOR,2024-01-03,0.0
SKU-003-SEASONAL-DECOR,2024-01-04,0.0
SKU-003-SEASONAL-DECOR,2024-01-05,0.0
SKU-003-SEASONAL-DECOR,2024-01-06,0.0
SKU-003-SEASONAL-DECOR,2024-01-07,0.0
SKU-003-SEASONAL-DECOR,2024-01-08,0.0
SKU-003-SEASONAL-DECOR,2024-01-09,0.0
SKU-003-SEASONAL-DECOR,2024-01-10,0.0
SKU-003-SEASONAL-DECOR,2024-01-11,0.0
SKU-003-SEASONAL-DECOR,2024-01-12,0.0
SKU-003-SEASONAL-DECOR,2024-01-13,0.0
SKU-003-SEASONAL-DECOR,2024-01-14,0.0
SKU-003-SEASONAL-DECOR,2024-01-15,0.0
SKU-003-SEASONAL-DECOR,2024-01-16,0.6
SKU-003-SEASONAL-DECOR,2024-01-17,0.0
SKU-003-SEASONAL-DECOR,2024-01-18,0.0
SKU-003-SEASONAL-DECOR,2024-01-19,0.0
SKU-003-SEASONAL-DECOR,2024-01-20,0.0
SKU-003-SEASONAL-DECOR,2024-01-21,0.0
SKU-003-SEASONAL-DECOR,2024-01-22,11.8
SKU-003-SEASONAL-DECOR,2024-01-23,1.3
SKU-003-SEASONAL-DECOR,2024-01-24,0.0
SKU-003-SEASONAL-DECOR,2024-01-25,0.0
SKU-003-SEASONAL-DECOR,2024-01-26,0.0
SKU-003-SEASONAL-DECOR,2024-01-27,0.0
SKU-003-SEASONAL-DECOR,2024-01-28,0.0
SKU-003-SEASONAL-DECOR,2024-01-29,9.1
SKU-003-SEASONAL-DECOR,2024-01-30,25.8
SKU-003-SEASONAL-DECOR,2024-01-31,0.0
SKU-003-SEASONAL-DECOR,2024-02-01,0.0
SKU-003-SEASONAL-DECOR,2024-02-02,0.0
SKU-003-SEASONAL-DECOR,2024-02-03,0.0
SKU-003-SEASONAL-DECOR,2024-02-04,23.2
SKU-003-SEASONAL-DECOR,2024-02-05,26.6
SKU-003-SEASONAL-DECOR,2024-02-06,35.0
SKU-003-SEASONAL-DECOR,2024-02-07,4.7
SKU-003-SEASONAL-DECOR,2024-02-08,5.4
SKU-003-SEASONAL-DECOR,2024-02-09,2.7
SKU-003-SEASONAL-DECOR,2024-02-10,11.9
SKU-003-SEASONAL-DECOR,2024-02-11,43.7
SKU-003-SEASONAL-DECOR,2024-02-12,34.1
SKU-003-SEASONAL-DECOR,2024-02-13,31.6
SKU-003-SEASONAL-DECOR,2024-02-14,53.9
SKU-003-SEASONAL-DECOR,2024-02-15,19.3
SKU-003-SEASONAL-DECOR,2024-02-16,19.3
SKU-003-SEASONAL-DECOR,2024-02-17,37.8
SKU-003-SEASONAL-DECOR,2024-02-18,38.2
SKU-003-SEASONAL-DECOR,2024-02-19,60.5
SKU-003-SEASONAL-DECOR,2024-02-20,42.7
SKU-003-SEASONAL-DECOR,2024-02-21,39.6
SKU-003-SEASONAL-DECOR,2024-02-22,30.2
SKU-003-SEASONAL-DECOR,2024-02-23,50.8
SKU-003-SEASONAL-DECOR,2024-02-24,55.6
SKU-003-SEASONAL-DECOR,2024-02-25,83.0
SKU-003-SEASONAL-DECOR,2024-02-26,90.1
SKU-003-SEASONAL-DECOR,2024-02-27,64.0
SKU-003-SEASONAL-DECOR,2024-02-28,66.1
SKU-003-SEASONAL-DECOR,2024-02-29,48.1
SKU-003-SEASONAL-DECOR,2024-03-01,47.6
SKU-003-SEASONAL-DECOR,2024-03-02,77.9
SKU-003-SEASONAL-DECOR,2024-03-03,95.5
SKU-003-SEASONAL-DECOR,2024-03-04,91.3
SKU-003-SEASONAL-DECOR,2024-03-05,91.0
SKU-003-SEASONAL-DECOR,2024-03-06,80.5
SKU-003-SEASONAL-DECOR,2024-03-07,72.5
SKU-003-SEASONAL-DECOR,2024-03-08,74.3
SKU-003-SEASONAL-DECOR,2024-03-09,72.7
SKU-003-SEASONAL-DECOR,2024-03-10,104.3
SKU-003-SEASONAL-DECOR,2024-03-11,100.1
SKU-003-SEASONAL-DECOR,2024-03-12,92.7
SKU-003-SEASONAL-DECOR,2024-03-13,93.2
SKU-003-SEASONAL-DECOR,2024-03-14,89.0
SKU-003-SEASONAL-DECOR,2024-03-15,96.2
SKU-003-SEASONAL-DECOR,2024-03-16,103.6
SKU-003-SEASONAL-DECOR,2024-03-17,118.0
SKU-003-SEASONAL-DECOR,2024-03-18,117.3
SKU-003-SEASONAL-DECOR,2024-03-19,125.5
SKU-003-SEASONAL-DECOR,2024-03-20,113.6
SKU-003-SEASONAL-DECOR,2024-03-21,106.1
SKU-003-SEASONAL-DECOR,2024-03-22,97.1
SKU-003-SEASONAL-DECOR,2024-03-23,133.6
SKU-003-SEASONAL-DECOR,2024-03-24,139.4
SKU-003-SEASONAL-DECOR,2024-03-25,147.4
SKU-003-SEASONAL-DECOR,2024-03-26,139.1
SKU-003-SEASONAL-DECOR,2024-03-27,125.2
SKU-003-SEASONAL-DECOR,2024-03-28,129.0
SKU-003-SEASONAL-DECOR,2024-03-29,107.8
SKU-003-SEASONAL-DECOR,2024-03-30,128.3
SKU-003-SEASONAL-DECOR,2024-03-31,145.1
SKU-003-SEASONAL-DECOR,2024-04-01,162.5
SKU-003-SEASONAL-DECOR,2024-04-02,151.1
SKU-003-SEASONAL-DECOR,2024-04-03,158.3
SKU-003-SEASONAL-DECOR,2024-04-04,117.9
SKU-003-SEASONAL-DECOR,2024-04-05,152.5
SKU-003-SEASONAL-DECOR,2024-04-06,151.8
SKU-003-SEASONAL-DECOR,2024-04-07,173.0
SKU-003-SEASONAL-DECOR,2024-04-08,167.1
SKU-003-SEASONAL-DECOR,2024-04-09,180.0
SKU-003-SEASONAL-DECOR,2024-04-10,156.0
SKU-003-SEASONAL-DECOR,2024-04-11,153.2
SKU-003-SEASONAL-DECOR,2024-04-12,136.9
SKU-003-SEASONAL-DECOR,2024-04-13,168.9
SKU-003-SEASONAL-DECOR,2024-04-14,179.5
SKU-003-SEASONAL-DECOR,2024-04-15,167.9
SKU-003-SEASONAL-DECOR,2024-04-16,182.9
SKU-003-SEASONAL-DECOR,2024-04-17,170.3
SKU-003-SEASONAL-DECOR,2024-04-18,172.9
SKU-003-SEASONAL-DECOR,2024-04-19,158.9
SKU-003-SEASONAL-DECOR,2024-04-20,179.0
SKU-003-SEASONAL-DECOR,2024-04-21,204.8
SKU-003-SEASONAL-DECOR,2024-04-22,191.4
SKU-003-SEASONAL-DECOR,2024-04-23,216.0
SKU-003-SEASONAL-DECOR,2024-04-24,188.9
SKU-003-SEASONAL-DECOR,2024-04-25,175.2
SKU-003-SEASONAL-DECOR,2024-04-26,164.6
SKU-003-SEASONAL-DECOR,2024-04-27,171.7
SKU-003-SEASONAL-DECOR,2024-04-28,213.7
SKU-003-SEASONAL-DECOR,2024-04-29,207.5
SKU-003-SEASONAL-DECOR,2024-04-30,202.7
SKU-003-SEASONAL-DECOR,2024-05-01,208.7
SKU-003-SEASONAL-DECOR,2024-05-02,195.7
SKU-003-SEASONAL-DECOR,2024-05-03,190.7
SKU-003-SEASONAL-DECOR,2024-05-04,185.8
SKU-003-SEASONAL-DECOR,2024-05-05,195.2
SKU-003-SEASONAL-DECOR,2024-05-06,232.2
SKU-003-SEASONAL-DECOR,2024-05-07,218.8
SKU-003-SEASONAL-DECOR,2024-05-08,205.5
SKU-003-SEASONAL-DECOR,2024-05-09,217.9
SKU-003-SEASONAL-DECOR,2024-05-10,194.8
SKU-003-SEASONAL-DECOR,2024-05-11,213.5
SKU-003-SEASONAL-DECOR,2024-05-12,245.6
SKU-003-SEASONAL-DECOR,2024-05-13,237.7
SKU-003-SEASONAL-DECOR,2024-05-14,222.4
SKU-003-SEASONAL-DECOR,2024-05-15,208.0
SKU-003-SEASONAL-DECOR,2024-05-16,219.1
SKU-003-SEASONAL-DECOR,2024-05-17,194.5
SKU-003-SEASONAL-DECOR,2024-05-18,225.9
SKU-003-SEASONAL-DECOR,2024-05-19,247.6
SKU-003-SEASONAL-DECOR,2024-05-20,237.7
SKU-003-SEASONAL-DECOR,2024-05-21,243.0
SKU-003-SEASONAL-DECOR,2024-05-22,223.8
SKU-003-SEASONAL-DECOR,2024-05-23,227.4
SKU-003-SEASONAL-DECOR,2024-05-24,215.8
SKU-003-SEASONAL-DECOR,2024-05-25,216.3
SKU-003-SEASONAL-DECOR,2024-05-26,240.4
SKU-003-SEASONAL-DECOR,2024-05-27,245.4
SKU-003-SEASONAL-DECOR,2024-05-28,233.5
SKU-003-SEASONAL-DECOR,2024-05-29,225.4
SKU-003-SEASONAL-DECOR,2024-05-30,205.4
SKU-003-SEASONAL-DECOR,2024-05-31,208.6
SKU-003-SEASONAL-DECOR,2024-06-01,233.5
SKU-003-SEASONAL-DECOR,2024-06-02,221.8
SKU-003-SEASONAL-DECOR,2024-06-03,249.9
SKU-003-SEASONAL-DECOR,2024-06-04,242.7
SKU-003-SEASONAL-DECOR,2024-06-05,224.5
SKU-003-SEASONAL-DECOR,2024-06-06,234.0
SKU-003-SEASONAL-DECOR,2024-06-07,226.1
SKU-003-SEASONAL-DECOR,2024-06-08,222.9
SKU-003-SEASONAL-DECOR,2024-06-09,243.8
SKU-003-SEASONAL-DECOR,2024-06-10,257.5
SKU-003-SEASONAL-DECOR,2024-06-11,227.7
SKU-003-SEASONAL-DECOR,2024-06-12,233.1
SKU-003-SEASONAL-DECOR,2024-06-13,217.7
SKU-003-SEASONAL-DECOR,2024-06-14,223.1
SKU-003-SEASONAL-DECOR,2024-06-15,249.7
SKU-003-SEASONAL-DECOR,2024-06-16,234.7
SKU-003-SEASONAL-DECOR,2024-06-17,244.0
SKU-003-SEASONAL-DECOR,2024-06-18,230.3
SKU-003-SEASONAL-DECOR,2024-06-19,231.7
SKU-003-SEASONAL-DECOR,2024-06-20,224.7
SKU-003-SEASONAL-DECOR,2024-06-21,192.4
SKU-003-SEASONAL-DECOR,2024-06-22,241.0
SKU-003-SEASONAL-DECOR,2024-06-23,254.7
SKU-003-SEASONAL-DECOR,2024-06-24,217.7
SKU-003-SEASONAL-DECOR,2024-06-25,224.0
SKU-003-SEASONAL-DECOR,2024-06-26,230.9
SKU-003-SEASONAL-DECOR,2024-06-27,215.7
SKU-003-SEASONAL-DECOR,2024-06-28,225.0
SKU-003-SEASONAL-DECOR,2024-06-29,219.2
SKU-003-SEASONAL-DECOR,2024-06-30,247.2
SKU-003-SEASONAL-DECOR,2024-07-01,226.1
SKU-003-SEASONAL-DECOR,2024-07-02,238.4
SKU-003-SEASONAL-DECOR,2024-07-03,216.5
SKU-003-SEASONAL-DECOR,2024-07-04,204.5
SKU-003-SEASONAL-DECOR,2024-07-05,189.6
SKU-003-SEASONAL-DECOR,2024-07-06,211.9
SKU-003-SEASONAL-DECOR,2024-07-07,241.6
SKU-003-SEASONAL-DECOR,2024-07-08,226.7
SKU-003-SEASONAL-DECOR,2024-07-09,225.0
SKU-003-SEASONAL-DECOR,2024-07-10,215.0
SKU-003-SEASONAL-DECOR,2024-07-11,192.1
SKU-003-SEASONAL-DECOR,2024-07-12,202.4
SKU-003-SEASONAL-DECOR,2024-07-13,213.7
SKU-003-SEASONAL-DECOR,2024-07-14,217.2
SKU-003-SEASONAL-DECOR,2024-07-15,206.1
SKU-003-SEASONAL-DECOR,2024-07-16,234.0
SKU-003-SEASONAL-DECOR,2024-07-17,205.3
SKU-003-SEASONAL-DECOR,2024-07-18,192.4
SKU-003-SEASONAL-DECOR,2024-07-19,188.1
SKU-003-SEASONAL-DECOR,2024-07-20,192.4
SKU-003-SEASONAL-DECOR,2024-07-21,193.0
SKU-003-SEASONAL-DECOR,2024-07-22,214.1
SKU-003-SEASONAL-DECOR,2024-07-23,209.7
SKU-003-SEASONAL-DECOR,2024-07-24,204.1
SKU-003-SEASONAL-DECOR,2024-07-25,198.2
SKU-003-SEASONAL-DECOR,2024-07-26,171.9
SKU-003-SEASONAL-DECOR,2024-07-27,203.3
SKU-003-SEASONAL-DECOR,2024-07-28,199.1
SKU-003-SEASONAL-DECOR,2024-07-29,208.8
SKU-003-SEASONAL-DECOR,2024-07-30,186.1
SKU-003-SEASONAL-DECOR,2024-07-31,185.5
SKU-003-SEASONAL-DECOR,2024-08-01,160.0
SKU-003-SEASONAL-DECOR,2024-08-02,173.5
SKU-003-SEASONAL-DECOR,2024-08-03,161.8
SKU-003-SEASONAL-DECOR,2024-08-04,185.7
SKU-003-SEASONAL-DECOR,2024-08-05,185.7
SKU-003-SEASONAL-DECOR,2024-08-06,186.7
SKU-003-SEASONAL-DECOR,2024-08-07,171.2
SKU-003-SEASONAL-DECOR,2024-08-08,157.6
SKU-003-SEASONAL-DECOR,2024-08-09,147.9
SKU-003-SEASONAL-DECOR,2024-08-10,169.2
SKU-003-SEASONAL-DECOR,2024-08-11,177.1
SKU-003-SEASONAL-DECOR,2024-08-12,167.9
SKU-003-SEASONAL-DECOR,2024-08-13,176.3
SKU-003-SEASONAL-DECOR,2024-08-14,147.8
SKU-003-SEASONAL-DECOR,2024-08-15,142.3
SKU-003-SEASONAL-DECOR,2024-08-16,137.3
SKU-003-SEASONAL-DECOR,2024-08-17,144.8
SKU-003-SEASONAL-DECOR,2024-08-18,164.4
SKU-003-SEASONAL-DECOR,2024-08-19,142.5
SKU-003-SEASONAL-DECOR,2024-08-20,166.4
SKU-003-SEASONAL-DECOR,2024-08-21,121.1
SKU-003-SEASONAL-DECOR,2024-08-22,138.4
SKU-003-SEASONAL-DECOR,2024-08-23,128.5
SKU-003-SEASONAL-DECOR,2024-08-24,115.1
